名字,组成
洁白丸,"['诃子', '寒水石', '石榴子', '土木香', '沉香', '红花']"
洁尔阴洗液,"['艾叶', '薄荷', '苍术', '地肤子', '独活', '黄柏', '黄芩', '金银花', '苦参', '蛇床子', '石菖蒲', '土刑', '茵陈', '栀子']"
宫瘤清胶囊,"['熟大黄', '土鳖虫', '水蛭', '桃仁', '蒲黄', '黄芩', '枳实', '牡蛎', '地黄', '白芍', '甘草']"
穿山龙注射液,['本品为薯蓣科植物穿龙薯蓣干燥根茎制成的灭菌水溶液']
冠脉宁片,"['丹参', '鸡血藤', '血竭', '延胡索', '当归', '郁金', '何首乌', '桃仁', '黄精', '红花', '葛根', '乳香', '冰片']"
祛风止痒口服液,"['赤芍', '地龙', '白芍', '甘草', '地肤子', '防风', '青蒿', '苍耳子']"
腰痹通胶囊,"['川芎', '独活', '狗脊', '牛膝', '延胡索', '白芍']"
慢肾宝合剂,"['地骨', '太子参', '泽泻', '全蝎', '龟甲']"
蜜炼川贝枇杷膏,"['川贝母', '枇杷叶', '桔梗', '水夏', '北沙参', '味子', '款冬花', '杏仁水', '薄荷脑']"
嫦娥加丽丸,"['人参', '当归', '丹参', '赤芍', '仙灵脾', '川芎', '韭菜子', '蛇床子', '薏苡仁', '螗酥']"
翠莲解毒片,"['翠云草', '穿莲', '山芝麻', '岗梅', '指柑', '薄荷']"
熊胆舒肝利胆胶囊,"['熊胆粉', '龙胆', '木香', '茵陈', '姜黄', '大黄', '诃子']"
橘红枇杷片,"['化橘红', '枇杷叶', '桔梗', '紫苏子', '甘草']"
利胆舒胶囊,"['柴胡', '黄芪', '白芍', '白术', '板蓝根', '姜黄', '熊胆粉']"
希明婷片,['麻总皂苷']
含化上清片,"['前胡', '桔梗', '天花粉', '葛根', '乌梅', '檀香', '薄荷脑']"
肝友胶囊,"['丹参', '火炭母', '虎杖', '鸡骨草', '茯苓', '山楂', '郁金', '泽泻', '神曲茶', '鸡爪芋', '茵陈', '白背叶根', '党参', '蚕砂', '白术']"
肾骨胶囊,['牡蛎']
固本强身胶囊,"['冬虫夏草', '人参', '乌鸡', '花粉', '淫羊藿', '枸杞子', '何首乌']"
和肝利胆颗粒,"['金草', '茵陈', '板蓝根', '枳壳', '柴胡', '黄芩', '栀子', '味子']"
和兴白花油,"['薄荷脑', '桉叶油', '冬青油', '樟脑', '薰衣草油']"
龟鹿二胶丸,"['龟板胶', '鹿角胶', '巴戟天', '补骨脂', '续断', '杜仲', '熟地黄', '当归', '白芍', '枸杞子', '味子', '山茱萸', '麦冬', '芡实', '肉桂', '附子', '牡丹', '泽泻', '茯苓']"
冻干蜂王浆胶囊,"['蜂王浆', '微粉硅胶']"
辛芩颗粒,"['细辛', '黄芩', '荆芥', '白芷', '桂枝', '苍耳子', '石菖蒲', '黄芪', '白术', '防风']"
沙梅消渴胶囊,"['牛蒡子', '肾茶', '沙参', '知母', '白芍', '乌梅']"
补气口服液,"['黄芪', '红参', '白术', '麦冬', '甘草']"
补气和血胶囊,"['当归', '丹参', '白芍', '甘草', '蜈蚣', '红参', '首乌藤']"
肾炎片,"['枝黄花', '马鞭草', '白茅根', '车前草', '葫芦壳', '白前']"
肾肝宁胶囊,"['育成蛹粉', '牛膝粉', '糊精', '苯甲酸钠', '硬脂酸镁']"
固元颗粒,"['黄芪粗多糖', '生晒参', '芦头']"
和血明目片,"['蒲黄', '地黄', '丹参', '墨旱莲', '女贞子', '黄芩', '赤芍', '牡丹', '茺蔚予', '菊花', '决明子', '车前子味']"
金贝痰咳清颗粒,"['浙贝母', '金银花', '桑白', '射干', '前胡', '桔梗', '麻黄', '苦杏仁', '川芎', '甘草']"
金乌骨通胶囊,"['金毛狗脊', '淫羊藿', '威灵仙', '乌梢蛇', '土牛膝', '木瓜', '葛根', '姜黄', '补骨脂', '土党参']"
更年舒片,"['熟地黄', '龟甲', '鹿角霜', '味子', '牡丹', '益母草', '艾叶', '泽泻', '阿胶', '茯苓', '砂仁', '淫羊藿', '谷维素', '当归', '维生素B']"
党参理中丸,"['党参', '白术', '甘草', '炮姜']"
桑葛降脂丸,"['桑寄生', '葛根', '山楂', '丹参', '红花', '大黄', '泽泻', '茵陈', '蒲公英']"
桑葚颗粒,['桑葚']
理气舒心片,"['当归', '沉香', '茯苓', '木香', '香附', '姜黄', '莪术', '醋制)', '蒲黄', '佛手', '灵脂', '枳实', '枳壳', '麦芽', '香橼', '丹参']"
萆蘸分清丸,"['粉萆薢', '甘草', '石菖蒲', '益智仁']"
萃仙丸,"['莲须', '续断', '韭菜子', '沙苑子', '味子', '覆盆子', '制何首乌', '补骨脂', '核桃仁', '茯苓', '鱼鳔', '人参', '枸杞子', '莲子', '牡蛎', '鹿茸', '芡实', '金樱子']"
梅花点舌丹,"['硼砂', '藤黄', '熊胆', '乳香', '血竭', '葶苈', '大冰片', '沉香', '蟾酥', '麝香', '珍珠', '朱砂', '牛黄']"
救惊散,"['大黄', '牵牛子', '茯苓', '槟榔', '朱砂', '川贝母', '红参', '天竺黄', '天麻', '冰片']"
雪上一枝蒿片,['雪上枝蒿']
咳喘宁,"['麻黄', '苦杏仁', '石膏', '百部', '桔梗', '罂粟壳', '甘草']"
香菇多糖注射液,['香菇多糖']
香橘丸,"['茯苓', '麦芽', '薏苡仁', '神曲', '术香', '白扁豆', '山楂', '法夏', '白术', '厚朴', '泽泻', '香附', '砂仁', '枳壳', '莲子', '苍术', '甘草']"
秋泻灵合剂,['马蹄香']
秋梨润肺膏,"['百合', '麦冬', '川贝母', '款冬花']"
重楼解毒酊,"['重楼', '草乌', '艾叶', '石菖蒲', '大蒜', '天然冰片']"
重感灵片,"['毛冬青', '羌活', '葛根', '石膏', '马鞭草', '板蓝根', '青蒿', '马来酸氯苯那敏', '安乃近']"
复方一枝黄花喷雾剂,"['枝黄花', '金银花', '连翘', '贯众', '荆芥', '薄荷', '艾纳香']"
藿阳补肾胶囊,"['人参', '鹿茸', '淫羊藿', '补骨脂', '巴戟天', '锁阳', '菟丝子', '肉苁蓉', '味子', '丹参', '麦冬', '远志', '石菖蒲', '砂仁', '牛膝', '甘草']"
馥感啉口服液,"['鬼针草', '野菊花', '西洋参', '黄芪', '板蓝根', '香菇', '浙贝母', '麻黄', '前胡', '甘草', '蜂蜜']"
蟾麝救心丸,"['牛黄', '麝香', '珍珠', '蟾酥', '红参', '冰片', '猪胆膏', '广角', '赭石', '水牛角', '浓缩粉', '丹参提取物']"
蟹黄肤宁软膏,"['螃蟹壳', '黄柏', '苦参', '昆布', '蛤壳']"
癣药膏,"['桃仁', '苦楝', '冰片', '硫黄', '樟脑', '紫草']"
麒麟丸,"['制何首乌', '墨早莲', '淫羊藿', '菟丝子', '锁阳', '党参', '郁金', '枸杞子', '覆盆子', '丹参', '黄芪', '白芍', '桑葚']"
鳖甲煎丸,"['鳖甲胶', '阿胶', '蜂房', '鼠妇虫', '土鳖虫', '蜣螂', '硝石', '柴胡', '黄芩', '党参', '干姜', '厚朴', '桂枝', '白芍', '射干', '桃仁', '牡丹', '大黄', '凌霄花', '葶苈子', '石韦', '瞿麦']"
獾油,"['獾油', '冰片']"
癫痫宁片,"['马蹄香', '石菖蒲', '钩藤', '牵牛子', '千金子', '缬草', '时松', '薄荷脑']"
麝香舒活精,"['麝香', '红花', '血竭', '地黄', '樟脑', '冰片', '薄荷脑']"
补脾消积口服液,"['水红花子', '山楂', '鸡内金', '神曲', '槟榔', '白术', '白扁豆', '大枣']"
灵芝益寿胶囊,"['灵芝', '黄芪', '淫羊藿', '丹参', '制何首乌', '桑寄生', '人参', '味子']"
尿塞通片,"['丹参', '泽兰', '桃仁', '红花', '赤芍', '白芷', '泽泻', '王不留行', '败酱草']"
阿胶强骨口服液,"['熟地黄', '阿胶', '牡蛎', '枸杞子', '黄芪', '党参辅料为蜂蜜', '阿司帕坦', '山梨酸']"
陇马陆胃药片,"['陇马陆全粉', '颠茄浸膏']"
陈夏六君子丸,"['党参', '白术', '茯苓', '甘草']"
附片液,['附片']
驱风保济油,"['水杨酸甲酯', '茴香油', '桉油', '樟脑', '桂油', '冰片', '薄荷脑', '薄荷油']"
苦豆子油搽剂,"['苦豆子', '聚山梨酯', '乙醇', '桂花香精']"
肾宁散胶囊,"['西瓜翠衣', '紫大蒜']"
肾复康胶囊,"['白茅根', '槐花', '藿香', '土茯苓', '益母草']"
固本丸,"['熟地黄', '党参', '地黄', '天冬', '麦冬']"
和胃降逆胶囊,"['朱砂', '赭石', '天仙藤', '老龙', '格木', '蒲公英']"
金水宝胶囊,['发酵虫草菌粉']
金糖宁胶囊,"['蚕沙', '甘草']"
千柏鼻炎片,"['千里光', '麻黄', '卷柏', '羌活', '决明子', '白芷', '川芎']"
川贝半夏液,"['川贝母', '梨清膏']"
五海瘿瘤丸,"['海带', '海藻', '海螵蛸', '蛤壳', '昆布', '白芷', '木香', '海螺', '夏枯草', '川芎']"
五黄膏,"['倍子', '黄芩甙']"
止血宁胶囊,"['紫珠草', '马齿苋', '槐花', '血余炭', '花蕊石']"
止喘灵口服液,"['麻黄', '苦杏仁', '连翘', '洋金花']"
止痛化癥胶囊,"['全蝎', '蜈蚣', '鱼腥草', '丹参', '当归', '黄芪', '延胡索']"
仁青芒觉,"['佐太', '牛黄', '藏红花', '螃蟹', '芒果核', '冬葵子', '扁叶珊瑚和盘', '白檀捍']"
化瘀镇痛胶囊,"['龙血竭', '乳香', '延胡索', '自然铜', '桃仁', '红花', '石菖蒲', '蒲公英', '大黄', '土鳖虫']"
风寒咳嗽丸,"['苦杏仁', '味子', '法夏', '麻黄', '桑白', '紫苏叶', '甘草']"
丹七片,['丹参']
丹田降脂丸,"['人参', '丹田', '川芎', '当归', '黄精', '何首乌', '淫羊藿', '肉桂', '泽玛']"
双藤筋骨片,"['扶芳藤', '忍冬藤', '淫羊藿', '独活', '穿山龙']"
益脑宁片,"['炙黄芪', '党参', '麦芽', '制何首乌', '灵芝', '女寅子', '旱莲草', '桑寄生', '天麻', '钩藤', '丹参', '赤芍', '地龙', '山楂', '琥珀']"
满山香片,['满山香']
溶栓胶囊,['蚯蚓']
滇白珠糖浆,['透骨香']
滇桂艾纳香胶囊,['滇桂艾纳香']
源吉林甘和茶,"['紫苏叶', '青蒿', '香薷', '薄荷', '葛根', '前胡', '防风', '黄芩', '连翘', '桑叶', '淡竹叶', '广藿香', '苦丁茶', '水翁花', '荷叶', '川木通', '栀子', '茵陈', '粉萆薢', '槐花', '威灵仙', '苍术', '厚朴', '布渣叶', '山楂', '槟榔', '紫苏梗', '龙胆', '旋复花', '甘草', '牡荆叶', '千里光', '玉叶金花']"
溶栓脑通胶囊,"['雪胆提取物', '冬虫夏草', '地龙', '甘草']"
增生平片,"['山豆根', '拳参', '北败酱草', '夏枯草', '白藓', '黄药子']"
镇脑宁胶囊,"['川芎', '藁本', '细辛', '白芷', '水牛角浓缩粉', '丹参', '葛根', '天麻', '猪脑粉']"
摩罗丹,"['百合', '麦冬', '石斛', '茯苓', '白术', '白芍', '延胡索', '鸡内金', '玄参', '当归味']"
糊药,"['苍术', '枳实', '神曲', '酒药', '糯米饭', '厚朴', '山楂', '槟榔', '糊饭', '鸡内金', '麦芽', '草果', '麦饼', '甘草']"
薄芝菌注射液,['薄芝菌丝体粉']
糖维胶囊,"['黄芪', '西洋参', '黄精', '天花粉', '葛根', '黄连', '丹参', '格列本脲']"
肠康胶囊,"['盐陵小檗碱', '术香', '吴茱萸']"
冻可消搽剂,"['辣椒流浸膏', '干姜', '樟脑', '冰片', '水杨酸甲酯', '甘油']"
辛夷鼻炎丸,"['辛夷', '薄荷', '紫苏叶', '甘草', '广藿香', '苍耳子', '鹅不食草', '板蓝根', '山白芷', '防风', '鱼腥草', '菊花', '叉苦']"
沙棘籽油口服液,['沙棘籽油']
沉香化气丸,"['沉香', '木香', '广霍香', '香附', '砂仁', '莪术', '神曲', '麦芽', '甘草']"
苦参栓,"['苦参总碱', '羊毛脂', '合成脂肪酸']"
固肾安胎丸,"['制何首乌', '续断', '地萤', '桑寄生', '菟丝子', '白术', '黄芩', '钩藤', '白芍', '肉苁蓉']"
麝香镇痛膏,"['麝香', '生川乌', '辣椒', '红茴香根', '樟脑', '水杨酸甲酯', '颠茄流浸膏']"
蠲哮片,"['葶苈子', '牡荆子', '槟榔']"
连榆烧伤膏,"['地榆炭', '黄连', '昆脂油', '当归', '蜂蜡', '冰片']"
利咽解毒颗粒,"['板蓝根', '大青叶', '金银花', '连翘', '薄荷', '牛蒡子', '天花粉', '川贝母', '大黄', '黄芩', '地黄', '玄参', '麦冬', '僵蚕', '山楂', '桔梗']"
冻疮消酊,"['桂油', '红花', '冰片', '樟脑']"
状元深海龙酒,"['海龙', '丹参', '羊腰子', '海马', '丁香', '豆蔻', '甘草', '玉竹', '大枣', '狗脊', '人参', '当归', '白芍', '牡丹', '泽泻', '石斛', '菟丝子', '桑寄生', '小茴香', '鹿茸', '黄芪', '熟地黄']"
疗癣卡西甫丸,"['欧菝葜根', '黄连', '芝麻', '菝葜']"
辛芳鼻炎胶囊,"['辛夷', '白芷', '黄芩', '柴胡', '川芎', '桔梗', '薄荷', '菊花', '荆芥穗', '枳壳', '防风', '细辛', '蔓荆子', '龙胆', '水牛角浓缩粉']"
羌月乳膏,"['月见草油', '羌活', '维生素E', '硬脂酸', '凡士林', '羊毛脂', '甘油', '乙醇胺']"
沙棘颗粒,['沙棘果']
沉香化滞丸,"['沉香', '灵脂', '莪术', '木香', '牵牛子', '山楂', '香附', '砂仁', '枳实', '枳壳', '厚朴', '大黄']"
补白颗粒,"['补骨脂', '白扁豆', '淫羊藿', '黑大豆', '赤小豆', '丹参', '柴胡', '苦参']"
肾康宁片,"['黄芪', '淡附片', '益母草', '锁阳', '丹参', '茯苓', '泽泻']"
明珠口服液,"['决明子', '制何首乌', '珍珠母', '菊花', '夏枯草', '当归', '白芍', '枸杞', '赤芍', '红花', '益母草', '车前子', '茯苓', '冬瓜子', '甘草']"
固肾定喘丸,"['熟地黄', '附子', '牡丹', '牛膝', '补骨脂', '砂仁', '车前子', '茯苓', '益智', '肉桂', '泽泻', '金樱子']"
罗浮山凉茶颗粒,"['岗梅', '地胆草', '葫芦茶', '金盏银盘', '白茅根', '淡竹叶']"
和合丸,"['术耳', '苍术', '生川乌', '生草乌', '乳香', '牛膝', '杜仲']"
了哥王片,"['叶莲', '宽筋藤', '过岗龙', '威灵仙', '鸡骨香']"
味沉香丸,"['沉香', '香樟', '白沉香', '檀香', '降香', '天竺黄', '红花', '丁香', '肉豆蔻', '豆蔻', '草果', '悬钩术', '宽筋藤', '山奈', '木棉花', '马子', '乳香', '安息香', '巴夏嘎', '小伞虎耳草', '耳草', '刺绿绒蒿', '打箭菊', '矮垂头菊', '丛服', '石榴子', '铁棒锤', '野牛', '人工麝香']"
三七止血片,['地锦草']
小儿参术健脾丸,"['党参', '芡实', '莲子肉', '神曲', '薏苡仁', '白术', '白扁豆', '麦芽', '甘草', '山楂', '茯苓']"
山蜡梅叶颗粒,['山蜡梅叶']
川贝止咳糖浆,"['川贝母', '杏仁水', '款冬花', '紫苏叶', '紫菀', '前胡', '桔梗', '甘草']"
天蟾胶囊,"['夏天无', '制川乌', '蟾酥', '祖司麻', '白屈菜', '秦艽', '白芷', '川芎', '甘草']"
元和正胃片,"['大黄', '龙胆', '木香', '延胡索', '薄荷', '甘草', '丁香']"
无敌止痛搽剂,"['生川乌', '生草乌', '生南星', '红花', '莪术', '冰片', '乳香', '姜黄', '丁香', '细辛', '赤芍']"
少林正骨精,"['接骨仙桃草', '当归', '独活', '羌活', '莪术', '土鳖虫', '艾叶', '延胡索', '花椒', '寻骨风', '血竭', '乳香', '伸筋草']"
中风回春胶囊,"['川芎', '丹参', '当归', '川牛膝', '桃仁', '红花', '茺蔚子', '鸡血藤', '土鳖虫', '全蝎', '蜈蚣', '地龙', '僵蚕', '木瓜', '金白花蛇', '威灵仙', '忍冬藤', '络石藤', '伸筋草']"
贝桔止咳糖浆,"['平贝母', '桔梗', '远志', '甘草', '薄荷脑']"
牛黄醒消丸,"['牛黄', '麝香', '乳香', '雄黄']"
毛冬青胶囊,['毛冬青浸膏']
气管炎丸,"['浙贝母', '化橘红', '桔梗', '茯苓', '夏曲', '款冬花', '蛤壳', '葶苈子', '党参', '远志', '旋复花', '浮海石', '紫苏子', '大枣', '味子', '桂枝', '薤白', '白芍', '桑叶', '射干', '黄芩', '青黛', '蒲公英', '麻黄', '前胡', '味子', '苦杏仁', '石膏', '甘草', '白前', '百部', '紫菀', '马兜铃']"
升气养元糖浆,"['党参', '黄芪', '龙眼肉']"
口炎清颗粒,"['天冬', '麦冬', '玄参', '金银花', '甘草']"
山楂丸,['山楂']
五淋化石丸,"['广金草', '鸡内金', '泽泻', '沙牛', '琥珀', '黄芪', '石韦', '海金沙', '车前子', '甘草', '延胡索']"
五酯胶囊,['本品为华中味子的醇浸膏制成的胶囊']
车前番泻颗粒,"['卵叶车前草种子', '卵叶车前子果壳', '番坞果实']"
牙痛药水,"['荜茇', '丁香', '高良姜', '冰片', '细辛']"
比拜克胶囊,"['熊胆粉', '冰片', '大黄', '儿茶', '胡黄连', '玄明粉', '香墨']"
止血片,"['墨早莲', '珍珠母', '土大黄', '拳参', '地锦草']"
三七脂肝丸,"['莪术', '云山楂', '泽泻', '菊花', '荷叶', '白芍', '白术', '菟丝子', '赤芍']"
小儿肺炎散,"['朱砂', '牛黄', '冰片', '生石膏', '天麻', '川贝母', '黄连', '法夏', '胆南星', '桑白', '甘草']"
女宝胶囊,"['人参', '川芎', '红花', '银柴胡', '牡丹', '沉香', '厚朴', '肉桂', '元胡', '木香', '香附', '当归', '海螵蛸', '荆芥穗', '丹参', '阿胶', '泽泻', '附子', '甘草', '桃仁', '杜仲炭', '牛膝', '鹿茸', '白术', '龟板', '茯苓', '鹿胎粉', '豆蔻', '乳鹿', '砂仁', '鳖甲']"
马应龙麝香痔疮膏,"['人工麝香', '人工牛黄', '珍珠', '琥珀', '硼砂', '冰片', '炉甘石']"
王回回狗皮膏,"['玄参', '当归', '木瓜', '生地', '苏木', '赤芍', '白芷', '羌活', '大黄', '厚朴', '荜茇', '高良姜', '官桂', '油松', '独活', '鹿角', '阿魏', '丁香', '肉桂', '乳香', '冰片', '樟脑']"
天参胶囊,"['红景天', '丹参', '川术香', '枸杞子', '沙棘鲜浆', '小檗']"
止嗽青果合剂,"['款冬花', '白果', '川贝母', '清夏', '甘草', '青果', '麻黄']"
少林跌打止痛膏,"['芥子', '牛膝', '骨碎补', '何首乌', '木瓜', '续断', '泽兰', '莪术', '猴骨', '海风藤', '韩信草', '漆树根', '人字草', '鸡骨香', '辣蓼', '驳骨丹', '黑神', '重楼', '桔梗', '大黄', '独活', '杜仲', '红花', '附子', '地黄', '蔓荆叶', '点红', '大风艾', '枫荷', '止马胎', '马鞭草', '荆芥', '宽筋藤', '草乌', '小茴香', '独脚乌桕', '细辛', '当归尾', '鹅不食草', '川芎', '麻黄', '飞天蝓崂', '琥珀', '州椒', '自然铜', '龙血竭', '血余炭', '马子', '樟脑']"
中风再造丸,"['黄芪', '当归', '川芎', '桃仁', '红花', '地龙', '丹参', '血竭', '乳香', '琥珀', '牛膝', '淫羊藿', '乌稍蛇', '全蝎', '僵蚕', '穿山甲', '狗骨', '苏合香', '冰片', '水牛角', '牛黄', '龟甲', '朱砂', '天麻', '钩藤', '菊花', '防风', '羌活', '白芷', '麻黄', '葛根', '桂枝', '细辛', '附子', '槲寄生', '骨碎补', '威灵仙', '绵草', '红参', '白术', '茯苓', '甘草', '胆南星', '天竺黄', '何首乌', '熟地黄', '玄参', '黄连', '大黄', '沉香', '檀香', '丁香', '草豆蔻', '香附']"
胜红清热胶囊,"['胜红蓟', '连翘', '叶鬼针草', '红木香']"
脉络舒通颗粒,"['黄苠', '金银花', '苍术', '薏苡仁', '水蛭', '全蝎', '蜈蚣']"
脉管复康片,"['丹参', '鸡血藤', '郁金', '乳香']"
胎盘片,['猪的胎盘']
狭叶红景天片,['狭叶红景天']
独圣活血片,"['香附', '当归', '延胡索', '鸡血藤', '大黄', '甘草']"
急肝退黄胶囊,"['茵陈', '苍术', '车前草', '黄芩', '黄柏', '大黄', '麦芽', '郁金']"
疤痕止痒软化乳膏,"['倍子', '威灵仙', '牡丹', '泽兰', '冰片', '薄荷脑', '樟脑', '水杨酸甲酯']"
养正合剂,"['红参', '黄芪', '枸杞子', '女贞子', '猪苓', '茯苓']"
花红片,"['点红', '白花蛇舌草', '地桃花', '白背桐', '桃金娘根', '菥蓂', '鸡血藤']"
芪蓉润肠口服液,"['黄芪', '肉苁蓉', '白术', '太子参', '地黄', '玄参', '麦冬', '当归', '黄精', '桑葚', '黑芝麻', '火麻仁', '郁李仁', '枳壳', '蜂蜜']"
克痹骨泰胶囊,"['石见穿', '白花蛇舌草', '延胡索', '血蝎', '土鳖虫', '巴戟天', '当归', '透骨草', '续断', '大血藤']"
杞药消渴口服液,"['枸杞子', '人参']"
更美宁胶囊,"['白芍', '女贞子', '石斛', '何首乌', '黑芝麻', '钩藤', '合欢花', '桑叶', '珍珠']"
豆蔻五味散,"['肉豆蔻', '土木香', '木香', '广枣', '荜茇']"
尪痹颗粒,"['地黄', '熟地黄', '续断', '骨碎补', '狗脊', '羊骨', '附子', '淫羊藿', '独活', '桂枝', '防风', '威灵仙', '红花', '皂刺', '伸筋草', '知母', '白芍']"
通经甘露丸,"['当归', '桃仁', '红花', '莪术', '牡丹', '牛膝', '大黄', '干漆', '肉桂']"
裸花紫珠片,['裸花紫珠']
福寿胶囊,"['巴戟天', '何首乌', '枸杞子', '绞股蓝', '玫瑰茄', '余甘子', '灵芝', '黑豆']"
辟瘟片,"['麝香', '冰片', '丁香', '沉香', '硼砂', '檀香', '降香', '麻黄', '细辛', '天麻', '雄黄', '山慈姑', '大戟', '倍子', '肉桂', '大黄', '千金子霜', '苍术', '鬼箭羽', '苏合香油', '朱砂', '雌黄']"
障眼明片,"['石菖蒲', '决明子', '肉苁蓉', '葛根', '青葙子', '党参', '蔓荆子', '枸杞子', '车前子', '白芍', '山茱萸', '甘草', '菟丝子', '蕤仁', '菊花', '密蒙花', '川芎', '黄精', '熟地黄', '黄柏', '黄芪']"
静灵口服液,"['茯苓', '龙骨', '牡丹', '女贞子', '熟地黄', '远志', '泽泻', '黄柏', '知母', '味子', '石菖蒲']"
槟榔十三味丸,"['槟榔', '沉香', '肉豆蔻', '丁香', '木香', '厂枣', '制草乌', '于姜', '荜茇', '胡椒', '紫硇砂', '当归', '葶苈子']"
豨蛭络达胶囊,"['豨莶草', '水蛭', '姜夏', '秦艽', '天麻', '土鳖虫', '川芎', '红花', '冰片', '桃仁', '麝香', '丹参', '人工牛黄', '胆南星']"
鼻炎片,"['苍耳子', '辛夷花', '连翘', '甘草', '白芷', '野菊花', '桔梗', '荆芥', '知母', '味子', '阱风', '黄柏', '麻黄', '细辛']"
八厘散,"['红花', '乳香', '儿茶', '自然铜', '大黄', '血竭', '硼砂', '当归', '土鳖虫', '续断', '骨碎补', '朱砂']"
三鞭胶囊,"['牛鞭', '羊鞭', '狗鞭', '蜈蚣', '当归', '白芍', '天花粉', '甘草']"
土贝母皂苷注射液,['土贝母']
下乳涌泉散,"['当归', '川芎', '天花粉', '白芍', '生地黄', '柴胡', '漏芦', '桔梗', '木通', '白芷', '通草', '穿山甲', '王不留行', '甘草']"
万通筋骨片,"['制川乌', '制草乌', '马子', '淫羊藿', '牛膝', '羌活', '贯众', '黄柏', '乌梢蛇', '鹿茸', '续断', '乌梅', '细辛', '麻黄', '桂枝', '红花', '金银花', '地龙', '桑寄生', '甘草', '骨碎补', '地骨', '红参']"
小儿七珍丹,"['雄黄', '天麻', '天竺黄', '全蝎', '僵蚕', '清夏', '钩藤', '桔梗', '黄芩', '巴豆霜', '胆南星', '蝉蜕', '蟾酥', '沉香', '水牛角浓缩粉', '羚羊角', '人工牛黄', '麝香', '朱砂']"
杀菌止痒洗剂,"['黄柏', '苦参', '蛇床子', '土茯苓', '冰片', '苍术']"
妇舒丸,"['党参', '白术', '当归', '杜仲', '肉桂', '阿胶', '黄芩', '艾叶', '熟地黄', '白芍', '延蝴索', '白薇味']"
红核妇洁洗液,['山楂核']
寿星补汁,"['山楂', '制何首乌', '党参', '白术', '茯苓', '干姜', '当归', '桂枝', '甘草', '白芍', '麦冬', '熟地黄']"
麦神开胃口服液,"['山楂', '神曲', '麦芽', '葡萄糖酸锌', '葡萄糖酸亚铁', '维C磷酸酯镁', '口服水解蛋白', '牛黄']"
扶正补血颗粒,"['红芪', '当归', '山茱萸', '阿胶']"
芪桑益肝丸,"['黄芪', '虎杖', '苦参', '桑寄生', '青叶胆', '冬虫夏草', '龟板']"
克淋通胶囊,"['季红', '黄相']"
杜仲药酒,"['杜仲', '白芍', '狗脊', '熟地黄', '桂枝', '党参', '骨碎补', '白术', '金樱子', '女贞子', '鸡血藤', '淫羊藿', '川牛膝', '茯苓', '当归', '菟丝子']"
杏苏止咳颗粒,"['苦杏仁', '紫苏叶', '桔梗', '前胡', '甘草']"
秘治胶囊,"['大黄', '甘草浸膏']"
健儿乐颗粒,"['山楂', '白芍', '竹叶卷', '甜叶菊', '钩藤', '鸡内金']"
颈痛颗粒,"['川芎', '延胡索', '羌活', '白芍', '威灵仙', '葛根']"
虚寒胃痛胶囊,"['黄芪', '甘草', '桂枝', '党参', '白芍', '高良姜', '大枣', '干姜']"
常通舒颗粒,"['何首乌', '火麻仁', '当归', '桑葚', '赤芍']"
野菊花栓,['野菊花']
鹿精培元胶囊,"['手掌参', '烈香杜鹃', '黄精', '迷果芹', '天冬', '蒺藜', '喜马拉雅紫茉莉', '枸杞子', '冬虫夏草', '鹿茸']"
羚贝止咳糖浆,"['紫菀', '茯苓', '麻黄', '知母', '金银花', '前胡', '远志', '平贝母', '罂粟壳', '山楂', '羚羊角']"
清凉含片,"['薄荷', '紫苏叶', '葛根', '薄荷脑', '乌梅肉']"
止嗽咳喘宁糖浆,"['地龙', '黄芩', '罂粟壳', '苦杏仁', '紫苏子', '法夏', '薄荷油']"
少腹逐瘀丸,"['当归', '蒲黄', '灵脂', '赤芍', '小茴香', '延胡索', '川芎', '肉桂', '炮姜']"
日舒安洗液,"['苦参', '马鞭草', '蒲公英', '蛇床子', '倍子', '百部', '花椒', '白矾']"
中华跌打丸,"['金不换', '地耳草', '鬼划符', '过江龙', '岗梅', '栀子', '边莲', '牛尾蕨', '大力王', '刘寄奴', '丁茄根', '急性子', '钻朗风', '牛膝', '鹅不食草', '山桔叶', '毛老虎', '穿破石', '丢了棒', '独活', '制川乌', '红杜仲', '鸡血藤', '香附', '丁香', '假蒟叶', '桂枝', '木鳖子', '苍术', '樟脑']"
内补养荣丸,"['当归', '甘草', '阿胶', '益母草', '茯苓', '川芎', '香附', '白术', '白芍', '黄芪', '熟地黄', '砂仁', '艾叶炭', '杜仲炭']"
水飞蓟宾葡甲胺片,['本品主要成为水飞蓟宾葡甲胺']
贝羚胶囊,"['川贝母', '羚羊角', '猪氧胆酸', '麝香', '沉香', '人工竺黄', '青礞石', '硼砂']"
牛黄清肺片,"['牛黄', '黄芩', '青礞石', '玄明粉', '石膏', '大黄', '朱砂', '滑石粉', '雄黄']"
丝白祛斑软膏,"['血竭', '杏仁', '桃仁', '牵牛子', '白芷', '制白附子', '丝瓜络', '当归', '薏苡仁', '白僵蚕', '白蔹', '黄芩', '川芎', '珍珠粉']"
吉祥安坤丸,"['益母草', '沙棘', '赤爮子', '红花', '木香', '山柰', '土木香', '鹿茸', '朱砂', '牛黄', '冬虫夏草', '牛胆粉味']"
伤痹通酊,"['辣椒', '延胡索', '麝香', '乳香', '薄荷脑', '水杨酸甲酯', '香精']"
华蟾素注射液,['干蟾']
